date,building_number,month,year,container_type,service_type,bill_description,description,bill_desc_original,desc_original,container_quantity,volume_per_container,weekly_pickups,volume_collected_per_week,total_volume_per_week,waste_stream,share_of_commingled_volume,total_commingled_waste,waste_this_month,data_version
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,9.08,9.08,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,7.14,7.14,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,5.84,5.84,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,8.11,8.11,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,6.25,6.25,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,8.57,8.57,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,6.73,6.73,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,5.72,5.72,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,8.04,8.04,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,5.09,5.09,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,4.42,4.42,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,5.63,5.63,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,6.1,6.1,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,6.39,6.39,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,7.97,7.97,032820-00
1/1/14,,January,2014,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,,1,0,,CDD,100,25.09,25.09,032820-00
1/1/14,,January,2014,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,,1,0,,CDD,100,10.95,10.95,032820-00
1/1/14,,January,2014,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,,1,0,,CDD,100,4.53,4.53,032820-00
1/1/14,207,January,2014,8FL,FL,Zehmer Hall - 8Yd,Zehmer Hall,Zehmer Hall - 8yd,Zehmer Hall,1,8,1,8,3558,Off-Grounds,0.22,179.02,0.4,032820-00
1/1/14,207,January,2014,2FL,FL,Zehmer Hall,Zehmer Hall,Zehmer Hall,Zehmer Hall,1,2,3,6,3558,Off-Grounds,0.17,179.02,0.3,032820-00
1/1/14,0,January,2014,8FL,FL,Woody Dorm 2013,Woody Dorm,Woody Dorm 2013,Woody Dorm,1,8,6,48,3558,Housing,1.35,179.02,2.42,032820-00
1/1/14,267,January,2014,8FL,FL,Wilsdorf,Wilsdorf,Wilsdorf,Wilsdorf,1,8,6,48,3558,On-Grounds,1.35,179.02,2.42,032820-00
1/1/14,2013,January,2014,T96,FL,West Range Cont 1,West Range Garage,West Range Cont 1,West Range Garage,8,0.5,4,16,3558,On-Grounds,0.45,179.02,0.81,032820-00
1/1/14,2013,January,2014,T96,FL,West Lawn Cont 1 Mt,West Lawn,West Lawn Cont 1 MT,West Lawn,8,0.5,4,16,3558,Housing,0.45,179.02,0.81,032820-00
1/1/14,2370,January,2014,8FL,FL,Watson-Webb Dorms,Watson-Webb Dorms,Watson-Webb Dorms,Watson-Webb Dorms,1,8,6,48,3558,Housing,1.35,179.02,2.42,032820-00
1/1/14,,January,2014,RO,RO,West Complex,West Complex,UVA WEST COMPLEX              ,West Complex,1,,1,0,,Clinical MSW,100,5.91,5.91,032820-00
1/1/14,,January,2014,RO,RO,West Complex,West Complex,UVA WEST COMPLEX              ,West Complex,1,,1,0,,Clinical MSW,100,7.93,7.93,032820-00
1/1/14,,January,2014,RO,RO,West Complex,West Complex,UVA WEST COMPLEX              ,West Complex,1,,1,0,,Clinical MSW,100,5.92,5.92,032820-00
1/1/14,,January,2014,RO,RO,West Complex,West Complex,UVA WEST COMPLEX              ,West Complex,1,,1,0,,Clinical MSW,100,5.9,5.9,032820-00
1/1/14,,January,2014,RO,RO,West Complex,West Complex,UVA WEST COMPLEX              ,West Complex,1,,1,0,,Clinical MSW,100,2.42,2.42,032820-00
1/1/14,,January,2014,RO,RO,West Complex,West Complex,UVA WEST COMPLEX              ,West Complex,1,,1,0,,Clinical MSW,100,7.23,7.23,032820-00
1/1/14,,January,2014,RO,RO,West Complex,West Complex,UVA WEST COMPLEX              ,West Complex,1,,1,0,,Clinical MSW,100,0,,032820-00
1/1/14,,January,2014,RO,RO,University Hall,University Hall,UVA UNIVERSITY HALL,University Hall,1,,1,0,,Athletics,100,0,,032820-00
1/1/14,,January,2014,RO,RO,O Hill,O Hill,UVA O HILL                    ,O Hill,1,,1,0,,Aramark,100,6.56,6.56,032820-00
1/1/14,,January,2014,RO,RO,O Hill,O Hill,UVA O HILL                    ,O Hill,1,,1,0,,Aramark,100,2.34,2.34,032820-00
1/1/14,122,January,2014,RO,RO,Newcomb Hall,Newcomb Hall,UVA NEWCOMB HALL              ,Newcomb Hall,1,,1,0,,Aramark,100,7.41,7.41,032820-00
1/1/14,122,January,2014,RO,RO,Newcomb Hall,Newcomb Hall,UVA NEWCOMB HALL              ,Newcomb Hall,1,,1,0,,Aramark,100,7.08,7.08,032820-00
1/1/14,122,January,2014,RO,RO,Newcomb Hall,Newcomb Hall,UVA NEWCOMB HALL              ,Newcomb Hall,1,,1,0,,Aramark,100,4.75,4.75,032820-00
1/1/14,122,January,2014,RO,RO,Newcomb Hall,Newcomb Hall,UVA NEWCOMB HALL              ,Newcomb Hall,1,,1,0,,Aramark,100,2.25,2.25,032820-00
1/1/14,,January,2014,RO,RO,JPJ,JPJ,UVA JOHN PAUL JONES           ,JPJ,1,,1,0,,Athletics,100,9.22,9.22,032820-00
1/1/14,,January,2014,RO,RO,JPJ,JPJ,UVA JOHN PAUL JONES           ,JPJ,1,,1,0,,Athletics,100,8.86,8.86,032820-00
1/1/14,,January,2014,RO,RO,JPJ,JPJ,UVA JOHN PAUL JONES           ,JPJ,1,,1,0,,Athletics,100,10.01,10.01,032820-00
1/1/14,,January,2014,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,,1,0,,CDD,100,2.81,2.81,032820-00
1/1/14,,January,2014,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,,1,0,,CDD,100,4.69,4.69,032820-00
1/1/14,,January,2014,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,,1,0,,CDD,100,2.88,2.88,032820-00
1/1/14,,January,2014,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,,1,0,,CDD,100,6.07,6.07,032820-00
1/1/14,,January,2014,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,,1,0,,CDD,100,4.52,4.52,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,7.04,7.04,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,5.87,5.87,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,4.74,4.74,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,4.29,4.29,032820-00
1/1/14,58,January,2014,6FL,FL,Robertson Hall,Robertson Hall,Robertson Hall,Robertson Hall,1,6,5,30,3558,On-Grounds,0.84,179.02,1.51,032820-00
1/1/14,334,January,2014,4FL,FL,Reactor Building,Reactor Building,Reactor Bldg,Reactor Building,1,4,1,4,3558,Off-Grounds,0.11,179.02,0.2,032820-00
1/1/14,596,January,2014,4FL,FL,Printing Service Center,Printing Service Center,Printing Services,Printing Service Center,1,4,2,8,3558,Off-Grounds,0.22,179.02,0.4,032820-00
1/1/14,627,January,2014,8FL,FL,Police Building,Police Building,Police Headquarters,Police Building,1,8,1,8,3558,Off-Grounds,0.22,179.02,0.4,032820-00
1/1/14,583,January,2014,8FL,FL,Pkg & Trans Main Shp,P&T Maintenance Shop,Pkg & Trans Main Shp,P&T Maintenance Shop,1,8,2,16,3558,Off-Grounds,0.45,179.02,0.81,032820-00
1/1/14,3579,January,2014,6FL,FL,Piedmont Center,Piedmont Center,Piedmont Center,Piedmont Center,1,6,3,18,3558,Off-Grounds,0.51,179.02,0.91,032820-00
1/1/14,2335,January,2014,2FL,FL,Pied. Fac Apts #143,Piedmont Faculty Apartments,Pied. Fac Apts #143,Piedmont Faculty Apartments,1,2,3,6,3558,Housing,0.17,179.02,0.3,032820-00
1/1/14,2335,January,2014,2FL,FL,Pied Fac Apts #2504,Piedmont Faculty Apartments,Pied Fac Apts #2504,Piedmont Faculty Apartments,1,2,3,6,3558,Housing,0.17,179.02,0.3,032820-00
1/1/14,2335,January,2014,4FL,FL,Pied Fac Apts #118,Piedmont Faculty Apartments,Pied Fac Apts #118,Piedmont Faculty Apartments,1,4,3,12,3558,Housing,0.34,179.02,0.6,032820-00
1/1/14,2335,January,2014,8FL,FL,Pied Fac Apts #115,Piedmont Faculty Apartments,Pied Fac Apts #115,Piedmont Faculty Apartments,1,8,3,24,3558,Housing,0.67,179.02,1.21,032820-00
1/1/14,221,January,2014,8FL,FL,Physics Building,Physics Building,Physics Bldg,Physics Building,1,8,3,24,3558,On-Grounds,0.67,179.02,1.21,032820-00
1/1/14,3708,January,2014,,FL,Outpatient Surg Ctr,Outpatient Surgery Center,Outpatient Surg Ctr,Outpatient Surgery Center,1,0,6,0,3558,Clinical MSW,0,179.02,,032820-00
1/1/14,202,January,2014,6FL,FL,Olsson Hall,Olsson Hall,Olsson Hall,Olsson Hall,1,6,5,30,3558,On-Grounds,0.84,179.02,1.51,032820-00
1/1/14,3711,January,2014,8FL,FL,Northridge,Northridge,Northridge,Northridge,1,8,5,40,3558,Clinical MSW,1.12,179.02,2.01,032820-00
1/1/14,5561,January,2014,2FL,FL,North Grounds Rec Ct,North Grounds Rec. Center,North Grounds Rec Ct,North Grounds Rec. Center,1,2,3,6,3558,IM-Rec,0.17,179.02,0.3,032820-00
1/1/14,1988,January,2014,8FL,FL,New Child Care Center,New Child Care Center,New Child Care Ctr,New Child Care Center,1,8,3,24,3558,Off-Grounds,0.67,179.02,1.21,032820-00
1/1/14,1161,January,2014,8FL,FL,Mr6,MR6,MR6,MR6,1,8,4,32,3558,Clinical MSW,0.9,179.02,1.61,032820-00
1/1/14,1155,January,2014,6FL,FL,Mr5 Frontload Cont.,MR5  ,MR5 Frontload Cont.,MR5  ,1,6,6,36,3558,Clinical MSW,1.01,179.02,1.81,032820-00
1/1/14,1155,January,2014,6FL,FL,Mr5 Fl Can 2Nd Pu,MR5  ,MR5 FL Can 2nd PU,MR5  ,1,6,3,18,3558,Clinical MSW,0.51,179.02,0.91,032820-00
1/1/14,1157,January,2014,8FL,FL,Mr4 Container 1,MR4  ,MR4 Container 1,MR4  ,1,8,3,24,3558,Clinical MSW,0.67,179.02,1.21,032820-00
1/1/14,1157,January,2014,2FL,FL,Mr4 West,MR4  ,MR4 - West,MR4  ,1,2,3,6,3558,Clinical MSW,0.17,179.02,0.3,032820-00
1/1/14,1697,January,2014,2FL,FL,Moser Radiation Ther,Moser Radiation Therapy,Moser Radiation Ther,Moser Radiation Therapy,1,2,1,2,3558,Clinical MSW,0.06,179.02,0.1,032820-00
1/1/14,2428,January,2014,T96,FL,Morea House,Morea House,Morea House,Morea House,2,0.5,3,3,3558,Housing,0.08,179.02,0.15,032820-00
1/1/14,2070,January,2014,6FL,FL,Monroe Hill College,Monroe Hill College,Monroe Hill College,Monroe Hill College,1,6,6,36,3558,Housing,1.01,179.02,1.81,032820-00
1/1/14,0,January,2014,8FL,FL,Monroe Hill Colleg2,Monroe Hill College,Monroe Hill Colleg2,Monroe Hill College,1,8,3,24,3558,Housing,0.67,179.02,1.21,032820-00
1/1/14,83,January,2014,4FL,FL,Monroe Hall,Monroe Hall,Monroe Hall,Monroe Hall,1,4,6,24,3558,On-Grounds,0.67,179.02,1.21,032820-00
1/1/14,2569,January,2014,4FL,FL,Miller Ctr Gravel,Miller Center Gravel,Miller Ctr Gravel,Miller Center Gravel,1,4,2,8,3558,Off-Grounds,0.22,179.02,0.4,032820-00
1/1/14,2210,January,2014,6FL,FL,Metcalf/Lefevre House,Metcalf/Lefevre House,Metcalf/ Lefevre Hse,Metcalf/Lefevre House,1,6,6,36,3558,Housing,1.01,179.02,1.81,032820-00
1/1/14,5087,January,2014,6FL,FL,Memorial Gymnasium,Memorial Gymnasium,Memorial Gymnasium,Memorial Gymnasium,1,6,3,18,3558,IM-Rec,0.51,179.02,0.91,032820-00
1/1/14,440,January,2014,6FL,FL,Ruffin Hall,Ruffin Hall,Ruffin Hall,Ruffin Hall,1,6,3,18,3558,On-Grounds,0.51,179.02,0.91,032820-00
1/1/14,3480,January,2014,T96,FL,1939 Ivy Road,1939 Ivy Road,1939 Ivy Road,1939 Ivy Road,2,0.5,1,1,3558,Off-Grounds,0.03,179.02,0.05,032820-00
1/1/14,2422,January,2014,8FL,FL,Runk Dining,Runk Dining,Runk Dining,Runk Dining,1,8,6,48,3558,Aramark,1.35,179.02,2.42,032820-00
1/1/14,3693,January,2014,6FL,FL,Sieg Warehouse,Sieg Warehouse,Seig Building,Sieg Warehouse,1,6,1,6,3558,Off-Grounds,0.17,179.02,0.3,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,4.74,4.74,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,8.72,8.72,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,3.26,3.26,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,7.46,7.46,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,,1,0,,Clinical MSW,100,8.21,8.21,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,1,,1,0,,RMW,100,5.99,5.99,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,1,,1,0,,RMW,100,4.63,4.63,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,1,,1,0,,RMW,100,5.03,5.03,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,1,,1,0,,RMW,100,7.69,7.69,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,1,,1,0,,RMW,100,4.29,4.29,032820-00
1/1/14,,January,2014,RO,RO,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,1,,1,0,,RMW,100,5.2,5.2,032820-00
1/1/14,5576,January,2014,8FL,FL,Univ Hall Cont 1,University Hall,Univ Hall Cont 1,University Hall,1,8,2,16,3558,Athletics,0.45,179.02,0.81,032820-00
1/1/14,2410,January,2014,8FL,FL,Univ Gardens Cont 2,University Gardens,Univ Gardens cont 2,University Gardens,1,8,2,16,3558,Housing,0.45,179.02,0.81,032820-00
1/1/14,2410,January,2014,8FL,FL,Univ Gardens Cont 1,University Gardens,Univ Gardens cont 1,University Gardens,1,8,2,16,3558,Housing,0.45,179.02,0.81,032820-00
1/1/14,3714,January,2014,,FL,Transitional Care Hospital,Transitional Care Hospital,TransitionalCareHosp,Transitional Care Hospital,1,0,6,0,3558,Clinical MSW,0,179.02,,032820-00
1/1/14,3714,January,2014,8FL,FL,Trans Care Can 2,Transitional Care Hospital,Trans Care Can 2,Transitional Care Hospital,1,8,3,24,3558,Clinical MSW,0.67,179.02,1.21,032820-00
1/1/14,1994,January,2014,8FL,FL,Towers 1222 Jpa,1222 JPA,Towers 1222 JPA,1222 JPA,1,8,6,48,3558,Clinical MSW,1.35,179.02,2.42,032820-00
1/1/14,204,January,2014,6FL,FL,Thornton Hall Cont 2,Thornton Hall,Thornton Hall Cont 2,Thornton Hall,1,6,4,24,3558,On-Grounds,0.67,179.02,1.21,032820-00
1/1/14,204,January,2014,6FL,FL,Thornton Hall Cont 1,Thornton Hall,Thornton Hall Cont 1,Thornton Hall,1,6,4,24,3558,On-Grounds,0.67,179.02,1.21,032820-00
1/1/14,5535,January,2014,8FL,FL,The Park,The Park,The Park,The Park,1,8,2,16,3558,IM-Rec,0.45,179.02,0.81,032820-00
1/1/14,290,January,2014,4FL,FL,Student Activities Building,Student Activities Building,Student Activities,Student Activities Building,1,4,1,4,3558,On-Grounds,0.11,179.02,0.2,032820-00
1/1/14,231,January,2014,4FL,FL,Stores Warehouse,Stores Warehouse,Stores Warehouse,Stores Warehouse,1,4,1,4,3558,On-Grounds,0.11,179.02,0.2,032820-00
1/1/14,556,January,2014,8FL,FL,Stone Hall,Stone Hall,Stone Hall,Stone Hall,1,8,1,8,3558,On-Grounds,0.22,179.02,0.4,032820-00
1/1/14,1985,January,2014,8FL,FL,Stacey Hall,Stacey Hall,Stacey Hall,Stacey Hall,1,8,3,24,3558,On-Grounds,0.67,179.02,1.21,032820-00
1/1/14,583,January,2014,8FL,FL,Sponsor's Hall 2,Sponsor's Hall,Sponsor's Hall 2,Sponsor's Hall,1,8,1,8,3558,Darden,0.22,179.02,0.4,032820-00
1/1/14,556,January,2014,4FL,FL,Sponsor's Hall 1,Sponsor's Hall,Sponsor's Hall 1,Sponsor's Hall,1,4,5,20,3558,Darden,0.56,179.02,1.01,032820-00
1/1/14,72,January,2014,8FL,FL,South Lawn,South Lawn,South Lawn,South Lawn,1,8,3,24,3558,On-Grounds,0.67,179.02,1.21,032820-00
1/1/14,5262,January,2014,4FL,FL,Slaughter Rec Center,Slaughter Rec. Center,Slaughter Rec Center,Slaughter Rec. Center,1,4,1,4,3558,IM-Rec,0.11,179.02,0.2,032820-00
1/1/14,261,January,2014,6FL,FL,Shelbourne Hall,Shelbourne Hall,Shelbourne Hall,Shelbourne Hall,1,6,2,12,3558,On-Grounds,0.34,179.02,0.6,032820-00
1/1/14,3168,January,2014,T96,FL,Sawyer Hospitality,Sawyer Hospitality,Sawyer Hospitality,Sawyer Hospitality,6,0.5,3,9,3558,Clinical MSW,0.25,179.02,0.45,032820-00
1/1/14,2448,January,2014,T96,FL,108 Cresap House,108 Cresap House,108 Cresap House,108 Cresap House,2,0.5,1,1,3558,Housing,0.03,179.02,0.05,032820-00
2/1/14,2448,February,2014,T96,FL,108 Cresap House,108 Cresap House,108 Cresap House,108 Cresap House,2,0.5,1,1,3571.5,Housing,0.03,204.12,0.06,032820-00
2/1/14,5618,February,2014,8FL,FL,Birdwood Golf Course,Birdwood Golf Course,Birdwood Golf Course,Birdwood Golf Course,1,8,2,16,3571.5,Maintenance,0.45,204.12,0.91,032820-00
2/1/14,1142,February,2014,8FL,FL,Jordan Hall Pick Up2,Jordan/Pinn Hall,Jordan Hall Pick Up2,Jordan/Pinn Hall,2,8,5,80,3571.5,Clinical MSW,2.24,204.12,4.57,032820-00
2/1/14,1142,February,2014,8FL,FL,Jordan Hall Pick Up1,Jordan/Pinn Hall,Jordan Hall Pick Up1,Jordan/Pinn Hall,1,8,5,40,3571.5,Clinical MSW,1.12,204.12,2.29,032820-00
2/1/14,1142,February,2014,8FL,FL,Jordan Hall Can 2,Jordan/Pinn Hall,Jordan Hall Can 2,Jordan/Pinn Hall,2,8,6,96,3571.5,Clinical MSW,2.69,204.12,5.49,032820-00
2/1/14,1142,February,2014,8FL,FL,Jordan Hall  Can 1,Jordan/Pinn Hall,Jordan Hall  Can 1,Jordan/Pinn Hall,1,8,5,40,3571.5,Clinical MSW,1.12,204.12,2.29,032820-00
2/1/14,534,February,2014,8FL,FL,JAG School Addition,JAG School,JAG School Addition,JAG School,1,8,1,8,3571.5,JAG School,0.22,204.12,0.46,032820-00
2/1/14,532,February,2014,8FL,FL,JAG School,JAG School,JAG School,JAG School,1,8,5,40,3571.5,JAG School,1.12,204.12,2.29,032820-00
2/1/14,5535,February,2014,T96,FL,Intramural Sports,Intramural Sports,Intranural Sports,Intramural Sports,1,0.5,1,0.5,3571.5,IM-Rec,0.01,204.12,0.03,032820-00
2/1/14,441,February,2014,T96,FL,International House,International House,Interntational House,International House,2,0.5,1,1,3571.5,Housing,0.03,204.12,0.06,032820-00
2/1/14,2210,February,2014,8FL,FL,Humphreys & Echols,Humphreys & Echols,Humprhreys & Echols,Humphreys & Echols,2,8,6,96,3571.5,Housing,2.69,204.12,5.49,032820-00
2/1/14,356,February,2014,2FL,FL,High Energy Lab,High Energy Lab,High Energy Lab,High Energy Lab,1,2,1,2,3571.5,On-Grounds,0.06,204.12,0.11,032820-00
2/1/14,2390,February,2014,8FL,FL,Hereford College Up,Hereford College,Hereford College Up,Hereford College,1,8,6,48,3571.5,Housing,1.34,204.12,2.74,032820-00
2/1/14,2390,February,2014,8FL,FL,Hereford College Low,Hereford College,Hereford Colleg Low,Hereford College,1,8,6,48,3571.5,Housing,1.34,204.12,2.74,032820-00
2/1/14,2210,February,2014,8FL,FL,Hancock House,Hancock House,Hancock House,Hancock House,1,8,6,48,3571.5,Housing,1.34,204.12,2.74,032820-00
2/1/14,1628,February,2014,T96,FL,KCRC Cochran House,KCRC Cochran House,KCRC Cochran House,KCRC Cochran House,1,0.5,1,0.5,3571.5,Off-Grounds,0.01,204.12,0.03,032820-00
2/1/14,67,February,2014,4FL,FL,Halsey Hall,Halsey Hall,Halsey Hall,Halsey Hall,1,4,6,24,3571.5,On-Grounds,0.67,204.12,1.37,032820-00
2/1/14,0,February,2014,8FL,FL,Fontana Food Center,Fontana Food Center,Fontana Food Ctr,Fontana Food Center,1,8,5,40,3571.5,Aramark,1.12,204.12,2.29,032820-00
